"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,4,15,1852,"1855",-3,2049,2037,12,"EV",5222,"N753EV","LGA","BGR",58,378,18,55,"2013-04-15T22:00:00Z"
2013,9,5,1925,"1930",-5,2100,2125,-25,"9E",3497,"N924XJ","JFK","RDU",59,427,19,30,"2013-09-05T23:00:00Z"
2013,10,3,1056,"1100",-4,1250,1309,-19,"DL",2452,"N318NB","LGA","DTW",82,502,11,0,"2013-10-03T15:00:00Z"
2013,3,9,649,"655",-6,902,923,-21,"B6",117,"N354JB","JFK","MSY",165,1182,6,55,"2013-03-09T11:00:00Z"
2013,4,6,555,"600",-5,710,720,-10,"MQ",3768,"N9EAMQ","EWR","ORD",120,719,6,0,"2013-04-06T10:00:00Z"
2013,4,5,952,"959",-7,1205,1200,5,"US",1277,"N753US","LGA","CLT",99,544,9,59,"2013-04-05T13:00:00Z"
2013,1,1,1632,"1635",-3,1824,1810,14,"MQ",3695,"N507MQ","EWR","ORD",139,719,16,35,"2013-01-01T21:00:00Z"
2013,12,19,1914,"1915",-1,2130,2144,-14,"EV",5567,"N848AS","LGA","CAE",97,617,19,15,"2013-12-20T00:00:00Z"
2013,10,11,1155,"1200",-5,1532,1515,17,"UA",766,"N512UA","JFK","SFO",343,2586,12,0,"2013-10-11T16:00:00Z"
2013,4,9,626,"630",-4,805,804,1,"B6",905,"N249JB","JFK","ORD",137,740,6,30,"2013-04-09T10:00:00Z"
2013,12,13,756,"800",-4,1052,1103,-11,"DL",382,"N901DE","LGA","TPA",150,1010,8,0,"2013-12-13T13:00:00Z"
2013,2,3,1055,"1100",-5,1405,1425,-20,"UA",642,"N510UA","JFK","SFO",351,2586,11,0,"2013-02-03T16:00:00Z"
2013,3,19,831,"830",1,1050,1108,-18,"DL",269,"N911DE","JFK","ATL",120,760,8,30,"2013-03-19T12:00:00Z"
2013,4,22,2325,"2130",115,49,2300,109,"MQ",4617,"N526MQ","LGA","RDU",73,431,21,30,"2013-04-23T01:00:00Z"
2013,2,2,1453,"1459",-6,1607,1625,-18,"B6",12,"N353JB","JFK","SYR",45,209,14,59,"2013-02-02T19:00:00Z"
2013,12,12,1534,"1455",39,1737,1655,42,"MQ",2815,"N682MQ","JFK","CLE",89,425,14,55,"2013-12-12T19:00:00Z"
2013,5,25,953,"1000",-7,1125,1140,-15,"EV",4269,"N16571","EWR","STL",135,872,10,0,"2013-05-25T14:00:00Z"
2013,11,19,709,"714",-5,954,1007,-13,"UA",1592,"N87512","EWR","MCO",138,937,7,14,"2013-11-19T12:00:00Z"
2013,11,14,2005,"2010",-5,2218,2219,-1,"EV",4348,"N11109","EWR","MSP",155,1008,20,10,"2013-11-15T01:00:00Z"
2013,10,17,1527,"1445",42,1824,1750,34,"B6",1171,"N593JB","LGA","FLL",149,1076,14,45,"2013-10-17T18:00:00Z"
2013,1,2,829,"831",-2,938,954,-16,"EV",4138,"N13988","EWR","ROC",47,246,8,31,"2013-01-02T13:00:00Z"
2013,12,27,2142,"2100",42,39,48,-9,"UA",1595,"N77261","EWR","SFO",337,2565,21,0,"2013-12-28T02:00:00Z"
2013,5,10,956,"1000",-4,1229,1231,-2,"DL",1847,"N665DN","LGA","ATL",105,762,10,0,"2013-05-10T14:00:00Z"
2013,9,2,758,"800",-2,929,938,-9,"B6",885,"N373JB","JFK","RDU",67,427,8,0,"2013-09-02T12:00:00Z"
2013,4,15,954,"1000",-6,1233,1220,13,"MQ",4654,"N518MQ","LGA","ATL",112,762,10,0,"2013-04-15T14:00:00Z"
2013,3,14,2004,"2006",-2,2305,2315,-10,"UA",1680,"N33714","EWR","MIA",150,1085,20,6,"2013-03-15T00:00:00Z"
2013,3,16,825,"816",9,925,930,-5,"EV",4249,"N14920","EWR","SYR",40,195,8,16,"2013-03-16T12:00:00Z"
2013,9,29,1750,"1640",70,1918,1825,53,"9E",3642,"N8932C","LGA","RIC",53,292,16,40,"2013-09-29T20:00:00Z"
2013,11,17,957,"815",102,1113,952,81,"9E",2906,"N923XJ","JFK","BUF",56,301,8,15,"2013-11-17T13:00:00Z"
2013,3,3,924,"929",-5,1028,1045,-17,"EV",4529,"N12922","EWR","IAD",42,212,9,29,"2013-03-03T14:00:00Z"
2013,12,6,1037,"1040",-3,1405,1355,10,"AA",1599,"N3JAAA","LGA","MIA",155,1096,10,40,"2013-12-06T15:00:00Z"
2013,12,5,2059,"2059",0,2231,2244,-13,"B6",105,"N339JB","JFK","ORD",134,740,20,59,"2013-12-06T01:00:00Z"
2013,7,19,458,"500",-2,630,640,-10,"US",1431,"N559UW","EWR","CLT",75,529,5,0,"2013-07-19T09:00:00Z"
2013,7,10,1025,"959",26,1142,1114,28,"EV",5711,"N825AS","JFK","IAD",50,228,9,59,"2013-07-10T13:00:00Z"
2013,9,25,1854,"1900",-6,2100,2122,-22,"DL",1715,"N314NB","LGA","MSY",159,1183,19,0,"2013-09-25T23:00:00Z"
2013,5,12,656,"700",-4,932,950,-18,"DL",2285,"N324US","LGA","MCO",140,950,7,0,"2013-05-12T11:00:00Z"
2013,12,24,1252,"1249",3,1605,1629,-24,"UA",1179,"N14230","EWR","SFO",356,2565,12,49,"2013-12-24T17:00:00Z"
2013,8,16,1950,"2000",-10,2127,2140,-13,"MQ",3591,"N717MQ","LGA","RDU",75,431,20,0,"2013-08-17T00:00:00Z"
2013,9,29,1556,"1600",-4,1704,1715,-11,"US",2154,"N961UW","LGA","BOS",35,184,16,0,"2013-09-29T20:00:00Z"
2013,3,11,2210,"2105",65,2359,2259,60,"EV",4700,"N13994","EWR","CLT",87,529,21,5,"2013-03-12T01:00:00Z"
2013,12,26,1400,"1347",13,1614,1603,11,"EV",4395,"N14570","EWR","IND",114,645,13,47,"2013-12-26T18:00:00Z"
2013,12,10,2146,"2129",17,100,32,28,"UA",1416,"N17244","EWR","IAH",236,1400,21,29,"2013-12-11T02:00:00Z"
2013,5,14,753,"759",-6,1038,1109,-31,"AA",2267,"N3GDAA","LGA","MIA",142,1096,7,59,"2013-05-14T11:00:00Z"
2013,5,30,636,"640",-4,758,806,-8,"EV",3847,"N13914","EWR","PIT",58,319,6,40,"2013-05-30T10:00:00Z"
2013,4,5,757,"804",-7,1009,1026,-17,"EV",4157,"N21154","EWR","OMA",162,1134,8,4,"2013-04-05T12:00:00Z"
2013,5,17,852,"900",-8,1016,1019,-3,"US",2120,"N963UW","LGA","BOS",39,184,9,0,"2013-05-17T13:00:00Z"
2013,3,11,1311,"1229",42,1434,1353,41,"EV",4388,"N11536","EWR","PIT",60,319,12,29,"2013-03-11T16:00:00Z"
2013,5,30,813,"820",-7,1039,1110,-31,"DL",1959,"N972DL","JFK","MCO",120,944,8,20,"2013-05-30T12:00:00Z"
2013,11,3,1552,"1600",-8,1653,1719,-26,"US",2187,"N949UW","LGA","DCA",42,214,16,0,"2013-11-03T21:00:00Z"
2013,10,27,2312,"2255",17,5,2356,9,"B6",718,"N613JB","JFK","BOS",36,187,22,55,"2013-10-28T02:00:00Z"
2013,11,12,2155,"2159",-4,2322,2322,0,"EV",5311,"N719EV","LGA","BGR",55,378,21,59,"2013-11-13T02:00:00Z"
2013,1,15,1442,"1359",43,1602,1517,45,"EV",5712,"N829AS","JFK","IAD",59,228,13,59,"2013-01-15T18:00:00Z"
2013,3,17,1258,"1245",13,1557,1545,12,"WN",1637,"N391SW","EWR","HOU",214,1411,12,45,"2013-03-17T16:00:00Z"
2013,12,31,757,"800",-3,1116,1114,2,"DL",2442,"N932DL","JFK","FLL",173,1069,8,0,"2013-12-31T13:00:00Z"
2013,12,9,2055,"2100",-5,2326,2330,-4,"DL",1247,"N920DE","LGA","ATL",131,762,21,0,"2013-12-10T02:00:00Z"
2013,1,1,851,"851",0,1032,1036,-4,"EV",4548,"N19966","EWR","RDU",75,416,8,51,"2013-01-01T13:00:00Z"
2013,3,29,1611,"1614",-3,1901,1914,-13,"B6",985,"N621JB","LGA","TPA",140,1010,16,14,"2013-03-29T20:00:00Z"
2013,9,1,1357,"1400",-3,1455,1514,-19,"US",2183,"N741UW","LGA","DCA",40,214,14,0,"2013-09-01T18:00:00Z"
2013,4,28,1200,"1201",-1,1444,1441,3,"UA",1461,"N14214","EWR","IAH",202,1400,12,1,"2013-04-28T16:00:00Z"
2013,11,29,1742,"1700",42,1845,1819,26,"EV",6049,"N12166","EWR","IAD",45,212,17,0,"2013-11-29T22:00:00Z"
2013,12,18,1000,"1005",-5,1212,1155,17,"MQ",3572,"N844MQ","LGA","CLE",71,419,10,5,"2013-12-18T15:00:00Z"
2013,7,13,2137,"2110",27,2313,2243,30,"B6",702,"N309JB","JFK","BUF",51,301,21,10,"2013-07-14T01:00:00Z"
2013,8,26,1807,"1748",19,2102,2125,-23,"UA",1141,"N37408","EWR","SFO",319,2565,17,48,"2013-08-26T21:00:00Z"
2013,3,31,1124,"1130",-6,1228,1249,-21,"EV",4287,"N26545","EWR","ROC",42,246,11,30,"2013-03-31T15:00:00Z"
2013,10,13,2133,"2100",33,2252,2243,9,"EV",4672,"N17146","EWR","STL",120,872,21,0,"2013-10-14T01:00:00Z"
2013,3,25,NA,"808",NA,NA,923,NA,"EV",4233,"N10575","EWR","BTV",NA,266,8,8,"2013-03-25T12:00:00Z"
2013,5,6,1008,"1015",-7,1157,1230,-33,"US",75,"N656AW","EWR","PHX",271,2133,10,15,"2013-05-06T14:00:00Z"
2013,12,21,1500,"1255",125,1619,1420,119,"WN",833,"N408WN","LGA","MKE",121,738,12,55,"2013-12-21T17:00:00Z"
2013,1,6,1541,"1550",-9,1814,1826,-12,"9E",3427,"N917XJ","JFK","IND",110,665,15,50,"2013-01-06T20:00:00Z"
2013,6,13,911,"915",-4,1302,1231,31,"DL",2379,"N907DL","LGA","FLL",144,1076,9,15,"2013-06-13T13:00:00Z"
2013,1,27,2022,"2030",-8,2144,2206,-22,"FL",354,"N951AT","LGA","CAK",65,397,20,30,"2013-01-28T01:00:00Z"
2013,3,19,2153,"1915",158,35,2208,147,"B6",155,"N520JB","JFK","MCO",139,944,19,15,"2013-03-19T23:00:00Z"
2013,10,24,749,"755",-6,1036,1048,-12,"UA",450,"N812UA","EWR","DFW",204,1372,7,55,"2013-10-24T11:00:00Z"
2013,12,3,1622,"1625",-3,1926,1943,-17,"DL",2595,"N395DN","JFK","PDX",339,2454,16,25,"2013-12-03T21:00:00Z"
2013,10,10,2211,"2100",71,2338,2235,63,"MQ",3317,"N501MQ","LGA","RDU",70,431,21,0,"2013-10-11T01:00:00Z"
2013,3,30,810,"810",0,1114,1130,-16,"DL",2143,"N935DL","JFK","MIA",148,1089,8,10,"2013-03-30T12:00:00Z"
2013,8,4,1153,"1155",-2,1432,1455,-23,"AA",2147,"N3BPAA","EWR","MIA",136,1085,11,55,"2013-08-04T15:00:00Z"
2013,8,25,1353,"1400",-7,1457,1514,-17,"US",2183,"N709UW","LGA","DCA",39,214,14,0,"2013-08-25T18:00:00Z"
2013,12,2,1005,"940",25,1119,1110,9,"WN",3086,"N218WN","LGA","MDW",112,725,9,40,"2013-12-02T14:00:00Z"
2013,3,7,1302,"1300",2,1413,1406,7,"B6",1006,"N309JB","JFK","BOS",42,187,13,0,"2013-03-07T18:00:00Z"
2013,11,13,2020,"2028",-8,2136,2206,-30,"UA",1464,"N37471","EWR","CLE",59,404,20,28,"2013-11-14T01:00:00Z"
2013,8,5,1307,"1300",7,1427,1425,2,"UA",1734,"N19117","EWR","ORD",121,719,13,0,"2013-08-05T17:00:00Z"
2013,8,10,1112,"1030",42,1356,1321,35,"UA",1454,"N54711","LGA","IAH",204,1416,10,30,"2013-08-10T14:00:00Z"
2013,1,21,1127,"1125",2,1258,1305,-7,"AA",327,"N3AXAA","LGA","ORD",122,733,11,25,"2013-01-21T16:00:00Z"
2013,2,10,607,"610",-3,811,817,-6,"DL",1919,"N326US","LGA","MSP",159,1020,6,10,"2013-02-10T11:00:00Z"
2013,11,28,1710,"1715",-5,1838,1850,-12,"MQ",2949,"N641MQ","JFK","BNA",121,765,17,15,"2013-11-28T22:00:00Z"
2013,7,28,1751,"1555",116,2027,1744,163,"B6",1105,"N192JB","JFK","ORD",112,740,15,55,"2013-07-28T19:00:00Z"
2013,8,14,2045,"1930",75,2339,2241,58,"UA",1439,"N27239","EWR","LAX",329,2454,19,30,"2013-08-14T23:00:00Z"
2013,4,1,749,"755",-6,954,1007,-13,"9E",3879,"N8960A","EWR","CVG",104,569,7,55,"2013-04-01T11:00:00Z"
2013,1,10,1000,"1000",0,1239,1254,-15,"UA",1623,"N76508","EWR","MCO",134,937,10,0,"2013-01-10T15:00:00Z"
2013,3,13,1637,"1630",7,1853,1849,4,"FL",620,"N961AT","LGA","ATL",113,762,16,30,"2013-03-13T20:00:00Z"
2013,8,5,1357,"1359",-2,1636,1632,4,"DL",2247,"N900PC","LGA","ATL",109,762,13,59,"2013-08-05T17:00:00Z"
2013,12,11,1810,"1815",-5,2136,2157,-21,"DL",426,"N199DN","JFK","LAX",353,2475,18,15,"2013-12-11T23:00:00Z"
2013,4,7,1614,"1620",-6,1908,1916,-8,"B6",985,"N586JB","LGA","TPA",150,1010,16,20,"2013-04-07T20:00:00Z"
2013,7,31,1832,"1825",7,2124,2121,3,"UA",1165,"N57870","EWR","LAX",301,2454,18,25,"2013-07-31T22:00:00Z"
2013,8,30,1102,"1029",33,1352,1320,32,"B6",1,"N558JB","JFK","FLL",144,1069,10,29,"2013-08-30T14:00:00Z"
2013,4,1,1831,"1759",32,2021,1950,31,"MQ",4626,"N517MQ","LGA","CMH",83,479,17,59,"2013-04-01T21:00:00Z"
2013,10,17,831,"834",-3,1157,1156,1,"UA",1294,"N12216","EWR","SFO",338,2565,8,34,"2013-10-17T12:00:00Z"
2013,8,28,1849,"1800",49,2211,2130,41,"B6",415,"N625JB","JFK","SFO",337,2586,18,0,"2013-08-28T22:00:00Z"
2013,8,10,655,"655",0,1113,1058,15,"DL",315,"N680DA","JFK","SJU",228,1598,6,55,"2013-08-10T10:00:00Z"
2013,7,9,1557,"1600",-3,1827,1849,-22,"B6",543,"N585JB","EWR","PBI",130,1023,16,0,"2013-07-09T20:00:00Z"
2013,5,7,1932,"1929",3,2044,2059,-15,"UA",1585,"N39461","EWR","BOS",45,200,19,29,"2013-05-07T23:00:00Z"
2013,7,23,1451,"1441",10,1742,1755,-13,"DL",1779,"N373NW","LGA","FLL",152,1076,14,41,"2013-07-23T18:00:00Z"
2013,11,5,1645,"1530",75,1941,1845,56,"AA",133,"N319AA","JFK","LAX",328,2475,15,30,"2013-11-05T20:00:00Z"
2013,4,10,NA,"1915",NA,NA,2111,NA,"EV",5168,"N753EV","LGA","GSO",NA,461,19,15,"2013-04-10T23:00:00Z"
2013,7,8,1617,"1445",92,1805,1616,109,"UA",1290,"N30401","EWR","CLE",70,404,14,45,"2013-07-08T18:00:00Z"
2013,3,22,559,"605",-6,801,817,-16,"EV",4603,"N11155","EWR","CVG",96,569,6,5,"2013-03-22T10:00:00Z"
2013,10,22,2035,"2040",-5,2252,2258,-6,"9E",4033,"N8944B","LGA","TYS",116,647,20,40,"2013-10-23T00:00:00Z"
2013,8,23,1932,"1935",-3,2101,2120,-19,"MQ",3535,"N512MQ","JFK","CMH",72,483,19,35,"2013-08-23T23:00:00Z"
2013,10,27,1438,"1438",0,1717,1744,-27,"B6",581,"N247JB","JFK","HOU",201,1428,14,38,"2013-10-27T18:00:00Z"
2013,8,30,1301,"1300",1,1526,1554,-28,"UA",1592,"N14121","EWR","MCO",122,937,13,0,"2013-08-30T17:00:00Z"
2013,5,27,957,"1003",-6,1123,1134,-11,"FL",353,"N978AT","LGA","CAK",63,397,10,3,"2013-05-27T14:00:00Z"
2013,10,9,NA,"2040",NA,NA,2258,NA,"9E",4033,NA,"LGA","TYS",NA,647,20,40,"2013-10-10T00:00:00Z"
2013,5,14,701,"705",-4,919,932,-13,"B6",611,"N729JB","JFK","JAX",106,828,7,5,"2013-05-14T11:00:00Z"
2013,8,27,1600,"1600",0,1925,1938,-13,"DL",141,"N703TW","JFK","SFO",328,2586,16,0,"2013-08-27T20:00:00Z"
2013,5,17,637,"640",-3,1026,1040,-14,"AA",413,"N3CVAA","JFK","SJU",193,1598,6,40,"2013-05-17T10:00:00Z"
2013,4,18,859,"900",-1,1142,1143,-1,"DL",1747,"N687DL","LGA","ATL",104,762,9,0,"2013-04-18T13:00:00Z"
2013,8,7,753,"800",-7,950,1005,-15,"DL",2119,"N923DL","LGA","MSP",153,1020,8,0,"2013-08-07T12:00:00Z"
2013,4,9,1612,"1530",42,1808,1732,36,"US",1899,"N758US","LGA","CLT",77,544,15,30,"2013-04-09T19:00:00Z"
2013,10,31,857,"850",7,1017,1028,-11,"EV",5286,"N751EV","LGA","BTV",43,258,8,50,"2013-10-31T12:00:00Z"
2013,9,10,757,"809",-12,950,1018,-28,"EV",4407,"N11127","EWR","OMA",148,1134,8,9,"2013-09-10T12:00:00Z"
2013,8,20,2201,"2045",76,22,2308,74,"9E",3367,"N922XJ","JFK","CVG",86,589,20,45,"2013-08-21T00:00:00Z"
2013,2,8,NA,"1045",NA,NA,1250,NA,"DL",1573,"N320NB","LGA","MEM",NA,963,10,45,"2013-02-08T15:00:00Z"
2013,7,8,1032,"1029",3,1322,1320,2,"B6",1,"N729JB","JFK","FLL",144,1069,10,29,"2013-07-08T14:00:00Z"
2013,6,22,2002,"2010",-8,2112,2134,-22,"B6",418,"N184JB","JFK","BOS",42,187,20,10,"2013-06-23T00:00:00Z"
2013,12,7,1833,"1837",-4,2006,2009,-3,"B6",2202,"N351JB","JFK","BUF",66,301,18,37,"2013-12-07T23:00:00Z"
2013,9,20,739,"727",12,1040,1007,33,"UA",261,"N538UA","LGA","IAH",225,1416,7,27,"2013-09-20T11:00:00Z"
2013,4,22,1643,"1600",43,2050,1901,109,"B6",369,"N644JB","LGA","PBI",175,1035,16,0,"2013-04-22T20:00:00Z"
2013,12,12,1607,"1600",7,1752,1745,7,"9E",4215,"N931XJ","LGA","PIT",63,335,16,0,"2013-12-12T21:00:00Z"
2013,2,16,1829,"1830",-1,2134,2205,-31,"AA",269,"N3APAA","JFK","SEA",335,2422,18,30,"2013-02-16T23:00:00Z"
2013,10,29,1746,"1755",-9,1929,1930,-1,"MQ",3301,"N3AEMQ","LGA","RDU",70,431,17,55,"2013-10-29T21:00:00Z"
2013,7,15,1937,"1935",2,2144,2135,9,"EV",5454,"N695CA","EWR","DTW",89,488,19,35,"2013-07-15T23:00:00Z"
2013,3,12,1838,"1735",63,2028,1942,46,"DL",2331,"N370NW","LGA","DTW",84,502,17,35,"2013-03-12T21:00:00Z"
2013,6,6,2240,"2245",-5,2345,2,-17,"B6",608,"N355JB","JFK","PWM",43,273,22,45,"2013-06-07T02:00:00Z"
2013,1,3,2003,"2000",3,2120,2140,-20,"UA",1596,"N76504","LGA","ORD",112,733,20,0,"2013-01-04T01:00:00Z"
2013,2,20,1638,"1605",33,1949,1944,5,"DL",1508,"N910DL","JFK","RSW",164,1074,16,5,"2013-02-20T21:00:00Z"
2013,3,7,1325,"1320",5,1617,1617,0,"B6",505,"N590JB","EWR","FLL",158,1065,13,20,"2013-03-07T18:00:00Z"
2013,3,27,1550,"1555",-5,1835,1901,-26,"DL",91,"N3737C","JFK","LAS",312,2248,15,55,"2013-03-27T19:00:00Z"
2013,3,27,1503,"1450",13,1755,1755,0,"AA",1813,"N5EYAA","JFK","MCO",142,944,14,50,"2013-03-27T18:00:00Z"
2013,8,5,1655,"1659",-4,1850,1905,-15,"9E",3932,"N601XJ","EWR","CVG",92,569,16,59,"2013-08-05T20:00:00Z"
2013,2,26,1954,"2000",-6,2107,2143,-36,"DL",1713,"N334NW","JFK","BOS",34,187,20,0,"2013-02-27T01:00:00Z"
2013,7,19,642,"645",-3,829,845,-16,"B6",675,"N323JB","JFK","MSY",149,1182,6,45,"2013-07-19T10:00:00Z"
2013,2,26,1720,"1500",140,NA,1634,NA,"UA",587,"N495UA","EWR","ORD",NA,719,15,0,"2013-02-26T20:00:00Z"
2013,11,18,1644,"1645",-1,1804,1815,-11,"WN",1104,"N8329B","LGA","MDW",117,725,16,45,"2013-11-18T21:00:00Z"
2013,10,28,1343,"1346",-3,1555,1555,0,"EV",4395,"N13994","EWR","IND",106,645,13,46,"2013-10-28T17:00:00Z"
2013,11,10,1843,"1845",-2,2211,2210,1,"AA",177,"N339AA","JFK","SFO",342,2586,18,45,"2013-11-10T23:00:00Z"
2013,6,10,NA,"2030",NA,NA,2211,NA,"EV",5048,"N758EV","LGA","RIC",NA,292,20,30,"2013-06-11T00:00:00Z"
2013,5,7,803,"810",-7,1009,1049,-40,"DL",1429,"N644DL","JFK","LAS",279,2248,8,10,"2013-05-07T12:00:00Z"
2013,2,7,644,"645",-1,838,846,-8,"US",926,"N176UW","EWR","CLT",97,529,6,45,"2013-02-07T11:00:00Z"
2013,10,18,1022,"1026",-4,1219,1221,-2,"EV",4412,"N16149","EWR","DSM",162,1017,10,26,"2013-10-18T14:00:00Z"
2013,6,21,1105,"1052",13,1306,1302,4,"EV",4087,"N12569","EWR","IND",90,645,10,52,"2013-06-21T14:00:00Z"
2013,4,17,824,"830",-6,955,1029,-34,"9E",4220,"N805AY","JFK","RDU",63,427,8,30,"2013-04-17T12:00:00Z"
2013,11,8,1513,"1520",-7,1646,1705,-19,"AA",341,"N593AA","LGA","ORD",123,733,15,20,"2013-11-08T20:00:00Z"
2013,4,14,923,"922",1,1306,1326,-20,"UA",1519,"N24715","EWR","STT",200,1634,9,22,"2013-04-14T13:00:00Z"
2013,2,28,549,"600",-11,730,801,-31,"EV",4911,"N741EV","EWR","DTW",80,488,6,0,"2013-02-28T11:00:00Z"
2013,10,31,614,"620",-6,718,728,-10,"EV",4241,"N16954","EWR","DCA",42,199,6,20,"2013-10-31T10:00:00Z"
2013,1,14,1215,"1220",-5,1354,1350,4,"MQ",3697,"N530MQ","EWR","ORD",136,719,12,20,"2013-01-14T17:00:00Z"
2013,2,8,NA,"1619",NA,NA,1726,NA,"EV",4299,"N19966","EWR","DCA",NA,199,16,19,"2013-02-08T21:00:00Z"
2013,2,9,1639,"1640",-1,1937,1955,-18,"AA",773,"N456AA","LGA","DFW",214,1389,16,40,"2013-02-09T21:00:00Z"
2013,11,9,1502,"1505",-3,1840,1830,10,"AA",145,"N5FEAA","JFK","MIA",166,1089,15,5,"2013-11-09T20:00:00Z"
2013,6,24,2059,"1545",314,2232,1710,322,"MQ",3694,"N543MQ","EWR","ORD",106,719,15,45,"2013-06-24T19:00:00Z"
2013,4,27,541,"545",-4,822,827,-5,"UA",646,"N523UA","LGA","IAH",195,1416,5,45,"2013-04-27T09:00:00Z"
2013,9,13,1450,"1455",-5,1803,1755,8,"DL",2181,"N337NB","LGA","MCO",131,950,14,55,"2013-09-13T18:00:00Z"
2013,5,28,753,"756",-3,923,931,-8,"B6",1103,"N193JB","JFK","RDU",63,427,7,56,"2013-05-28T11:00:00Z"
2013,4,11,703,"700",3,815,808,7,"US",2163,"N751UW","LGA","DCA",42,214,7,0,"2013-04-11T11:00:00Z"
2013,4,7,1900,"1900",0,2329,2256,33,"DL",1465,"N684DA","JFK","SFO",413,2586,19,0,"2013-04-07T23:00:00Z"
2013,4,9,1818,"1811",7,2010,2000,10,"UA",1053,"N33266","EWR","CLE",63,404,18,11,"2013-04-09T22:00:00Z"
2013,5,28,1733,"1659",34,1905,1843,22,"EV",3853,"N11547","EWR","STL",125,872,16,59,"2013-05-28T20:00:00Z"
2013,11,24,1602,"1550",12,1907,1915,-8,"AA",1410,"N3ETAA","LGA","MIA",144,1096,15,50,"2013-11-24T20:00:00Z"
2013,11,24,639,"639",0,756,807,-11,"EV",5791,"N12160","EWR","PIT",59,319,6,39,"2013-11-24T11:00:00Z"
2013,9,10,835,"838",-3,1003,1021,-18,"EV",4711,"N14904","EWR","STL",121,872,8,38,"2013-09-10T12:00:00Z"
2013,8,4,1746,"1755",-9,2012,2010,2,"MQ",3367,"N722MQ","LGA","XNA",171,1147,17,55,"2013-08-04T21:00:00Z"
2013,11,29,1240,"1247",-7,1357,1415,-18,"EV",4682,"N11539","EWR","PIT",60,319,12,47,"2013-11-29T17:00:00Z"
2013,8,27,656,"700",-4,841,900,-19,"9E",3769,"N8604C","EWR","CVG",88,569,7,0,"2013-08-27T11:00:00Z"
2013,6,14,1119,"1130",-11,1316,1327,-11,"US",1085,"N173US","LGA","CLT",77,544,11,30,"2013-06-14T15:00:00Z"
2013,7,12,2242,"2115",87,216,131,45,"DL",347,"N3762Y","JFK","SJU",189,1598,21,15,"2013-07-13T01:00:00Z"
2013,3,25,1029,"1035",-6,1322,1404,-42,"B6",641,"N590JB","JFK","SFO",333,2586,10,35,"2013-03-25T14:00:00Z"
2013,2,14,1825,"1830",-5,2010,2015,-5,"MQ",4674,"N0EGMQ","LGA","CLE",75,419,18,30,"2013-02-14T23:00:00Z"
2013,4,30,1323,"1325",-2,1604,1650,-46,"VX",411,"N629VA","JFK","LAX",317,2475,13,25,"2013-04-30T17:00:00Z"
2013,5,11,1120,"1117",3,1324,1346,-22,"UA",405,"N489UA","LGA","DEN",225,1620,11,17,"2013-05-11T15:00:00Z"
2013,12,11,756,"758",-2,1123,1139,-16,"UA",1246,"N39416","EWR","SFO",362,2565,7,58,"2013-12-11T12:00:00Z"
2013,11,10,1155,"1200",-5,1258,1314,-16,"9E",2902,"N901XJ","JFK","BOS",42,187,12,0,"2013-11-10T17:00:00Z"
2013,9,10,1051,"1100",-9,1158,1223,-25,"UA",798,"N832UA","EWR","ORD",109,719,11,0,"2013-09-10T15:00:00Z"
2013,3,29,1512,"1508",4,1806,1819,-13,"DL",1902,"N962DL","LGA","PBI",142,1035,15,8,"2013-03-29T19:00:00Z"
2013,6,13,NA,"2059",NA,NA,2240,NA,"EV",4672,"N11539","EWR","STL",NA,872,20,59,"2013-06-14T00:00:00Z"
2013,7,27,813,"815",-2,1003,1012,-9,"EV",4295,"N16149","EWR","AVL",91,583,8,15,"2013-07-27T12:00:00Z"
2013,12,20,1411,"1408",3,1617,1613,4,"EV",4100,"N15980","EWR","MEM",163,946,14,8,"2013-12-20T19:00:00Z"
2013,8,17,654,"700",-6,936,957,-21,"DL",763,"N705TW","JFK","LAX",302,2475,7,0,"2013-08-17T11:00:00Z"
2013,2,28,1015,"1020",-5,1307,1330,-23,"AA",731,"N3JGAA","LGA","DFW",202,1389,10,20,"2013-02-28T15:00:00Z"
2013,8,5,1711,"1710",1,1833,1856,-23,"UA",1424,"N79279","LGA","ORD",111,733,17,10,"2013-08-05T21:00:00Z"
2013,3,25,2358,"2358",0,339,338,1,"B6",707,"N623JB","JFK","SJU",197,1598,23,58,"2013-03-26T03:00:00Z"
2013,12,18,706,"700",6,1026,1025,1,"VX",399,"N626VA","JFK","LAX",346,2475,7,0,"2013-12-18T12:00:00Z"
2013,3,20,610,"610",0,931,918,13,"B6",135,"N568JB","JFK","RSW",176,1074,6,10,"2013-03-20T10:00:00Z"
2013,7,27,1620,"1559",21,1928,1919,9,"DL",1373,"N329NW","JFK","MIA",144,1089,15,59,"2013-07-27T19:00:00Z"
2013,9,23,1752,"1755",-3,1903,1932,-29,"EV",5287,"N753EV","LGA","MSN",110,812,17,55,"2013-09-23T21:00:00Z"
2013,11,27,1401,"1345",16,1523,1510,13,"WN",593,"N429WN","LGA","MDW",108,725,13,45,"2013-11-27T18:00:00Z"
2013,2,15,1930,"1930",0,2123,2151,-28,"9E",3798,"N8969A","JFK","CLT",93,541,19,30,"2013-02-16T00:00:00Z"
